customer_id,customer_name,customer_email,activity_status,grain_type,storage_start_date,storage_end_date,total_bags,total_weight_kg,storage_duration_days,monthly_rent_per_bag,total_rent_paid,sold_status,sale_price_per_kg,total_sale_amount,sale_date,profit_loss
1192,Customer_1192,customer1192@mail.com,sold,Barley,2023-06-13,2023-10-15,121,3025,124,30,15004.0,yes,40,121000,2023-10-15,105996.0
851,Customer_851,customer851@mail.com,stored,Barley,2023-02-19,2023-07-01,135,3375,132,38,22572.0,yes,55,0,2023-07-01,-22572.0
177,Customer_177,customer177@mail.com,stored,Barley,2023-05-08,2023-08-18,87,4350,102,45,13311.0,no,26,113100,2023-08-18,99789.0
569,Customer_569,customer569@mail.com,storing,Rice,2024-03-19,2024-06-17,95,2375,90,45,12825.0,partial,43,102125,2024-06-17,89300.0
438,Customer_438,customer438@mail.com,sold,Rice,2023-02-05,2023-02-17,87,2175,12,53,1844.4,no,38,82650,2023-02-17,80805.6
1819,Customer_1819,customer1819@mail.com,sold,Rice,2023-04-02,2023-09-18,192,4800,169,23,24876.8,no,46,0,2023-09-18,-24876.8
746,Customer_746,customer746@mail.com,sold,Wheat,2023-10-23,2024-02-01,148,3700,101,53,26408.13,yes,47,173900,2024-02-01,147491.87
1135,Customer_1135,customer1135@mail.com,stored,Rice,2024-03-20,2024-05-17,193,4825,58,37,13805.93,yes,30,144750,2024-05-17,130944.07
47,Customer_47,customer47@mail.com,stored,Sorghum,2023-02-27,2023-04-14,196,4900,46,34,10218.13,partial,44,0,2023-04-14,-10218.13
1847,Customer_1847,customer1847@mail.com,storing,Sorghum,2023-10-27,2023-11-23,78,3900,27,20,1404.0,yes,49,191100,2023-11-23,189696.0
360,Customer_360,customer360@mail.com,storing,Sorghum,2024-08-13,2024-09-15,172,4300,33,56,10595.2,partial,31,0,2024-09-15,-10595.2
763,Customer_763,customer763@mail.com,storing,Millet,2023-01-18,2023-05-04,160,8000,106,20,11306.67,no,27,0,2023-05-04,-11306.67
485,Customer_485,customer485@mail.com,stored,Maize,2024-05-18,2024-11-12,160,8000,178,40,37973.33,yes,44,352000,2024-11-12,314026.67
1095,Customer_1095,customer1095@mail.com,sold,Maize,2024-03-23,2024-05-12,27,1350,50,31,1395.0,no,53,0,2024-05-12,-1395.0
180,Customer_180,customer180@mail.com,stored,Millet,2024-06-28,2024-09-11,180,9000,75,40,18000.0,no,30,0,2024-09-11,-18000.0
1376,Customer_1376,customer1376@mail.com,storing,Wheat,2024-07-25,2025-01-13,82,4100,172,28,13163.73,no,41,168100,2025-01-13,154936.27
1680,Customer_1680,customer1680@mail.com,storing,Millet,2023-07-25,2023-12-21,54,2700,149,31,8314.2,yes,48,129600,2023-12-21,121285.8
1444,Customer_1444,customer1444@mail.com,stored,Wheat,2024-04-08,2024-08-17,56,1400,131,23,5624.27,yes,51,0,2024-08-17,-5624.27
1469,Customer_1469,customer1469@mail.com,stored,Millet,2024-03-30,2024-04-11,57,1425,12,44,1003.2,no,29,41325,2024-04-11,40321.8
1695,Customer_1695,customer1695@mail.com,stored,Sorghum,2023-06-23,2023-07-14,110,2750,21,54,4158.0,partial,39,107250,2023-07-14,103092.0
1724,Customer_1724,customer1724@mail.com,sold,Sorghum,2024-01-31,2024-07-26,89,2225,177,44,23104.4,partial,49,0,2024-07-26,-23104.4
830,Customer_830,customer830@mail.com,sold,Maize,2023-07-07,2023-10-21,25,1250,106,35,3091.67,yes,34,42500,2023-10-21,39408.33
445,Customer_445,customer445@mail.com,sold,Sorghum,2024-07-02,2024-07-14,128,6400,12,52,2662.4,yes,37,0,2024-07-14,-2662.4
238,Customer_238,customer238@mail.com,storing,Wheat,2023-10-28,2024-02-18,46,1150,113,60,10396.0,no,41,0,2024-02-18,-10396.0
717,Customer_717,customer717@mail.com,sold,Maize,2023-10-13,2024-03-17,152,3800,156,27,21340.8,yes,47,0,2024-03-17,-21340.8
984,Customer_984,customer984@mail.com,sold,Sorghum,2023-07-26,2024-01-03,39,1950,161,58,12139.4,no,44,0,2024-01-03,-12139.4
806,Customer_806,customer806@mail.com,sold,Wheat,2023-06-14,2023-08-04,153,7650,51,29,7542.9,partial,36,0,2023-08-04,-7542.9
1480,Customer_1480,customer1480@mail.com,storing,Sorghum,2023-11-29,2023-12-28,181,9050,29,56,9798.13,yes,52,470600,2023-12-28,460801.87
1467,Customer_1467,customer1467@mail.com,stored,Sorghum,2023-10-14,2023-12-12,185,4625,59,30,10915.0,no,43,198875,2023-12-12,187960.0
338,Customer_338,customer338@mail.com,sold,Barley,2024-01-16,2024-03-22,158,3950,66,40,13904.0,no,48,0,2024-03-22,-13904.0
704,Customer_704,customer704@mail.com,sold,Wheat,2023-12-24,2024-01-20,23,1150,27,31,641.7,partial,42,0,2024-01-20,-641.7
1654,Customer_1654,customer1654@mail.com,storing,Barley,2023-08-21,2024-02-02,80,2000,165,24,10560.0,partial,54,108000,2024-02-02,97440.0
77,Customer_77,customer77@mail.com,stored,Sorghum,2024-07-17,2024-12-03,19,950,139,34,2993.13,no,48,0,2024-12-03,-2993.13
112,Customer_112,customer112@mail.com,stored,Rice,2024-06-24,2024-07-31,29,725,37,52,1859.87,partial,54,0,2024-07-31,-1859.87
873,Customer_873,customer873@mail.com,sold,Wheat,2023-11-01,2023-12-29,190,4750,58,47,17264.67,partial,41,194750,2023-12-29,177485.33
1457,Customer_1457,customer1457@mail.com,sold,Maize,2023-06-03,2023-06-17,34,850,14,56,888.53,partial,33,0,2023-06-17,-888.53
1677,Customer_1677,customer1677@mail.com,storing,Millet,2024-04-19,2024-06-03,92,2300,45,21,2898.0,no,28,64400,2024-06-03,61502.0
1250,Customer_1250,customer1250@mail.com,stored,Sorghum,2023-06-04,2023-08-10,80,4000,67,35,6253.33,no,25,0,2023-08-10,-6253.33
451,Customer_451,customer451@mail.com,storing,Barley,2023-03-31,2023-07-05,81,4050,96,32,8294.4,no,27,109350,2023-07-05,101055.6
449,Customer_449,customer449@mail.com,stored,Sorghum,2023-11-11,2024-01-21,78,3900,71,34,6276.4,no,40,0,2024-01-21,-6276.4
1158,Customer_1158,customer1158@mail.com,sold,Sorghum,2024-03-13,2024-06-28,25,625,107,57,5082.5,yes,44,27500,2024-06-28,22417.5
1972,Customer_1972,customer1972@mail.com,sold,Rice,2023-10-17,2024-03-06,19,475,141,40,3572.0,no,44,0,2024-03-06,-3572.0
763,Customer_763,customer763@mail.com,storing,Wheat,2023-03-20,2023-06-26,146,3650,98,49,23369.73,no,33,0,2023-06-26,-23369.73
436,Customer_436,customer436@mail.com,stored,Rice,2023-01-24,2023-03-01,169,4225,36,43,8720.4,yes,25,0,2023-03-01,-8720.4
1171,Customer_1171,customer1171@mail.com,stored,Sorghum,2023-04-28,2023-06-29,100,5000,62,48,9920.0,yes,54,0,2023-06-29,-9920.0
90,Customer_90,customer90@mail.com,sold,Barley,2023-07-06,2023-12-20,122,3050,167,53,35994.07,partial,34,103700,2023-12-20,67705.93
338,Customer_338,customer338@mail.com,storing,Barley,2023-06-17,2023-09-18,136,3400,93,25,10540.0,partial,51,0,2023-09-18,-10540.0
115,Customer_115,customer115@mail.com,storing,Barley,2023-05-02,2023-10-26,67,1675,177,48,18974.4,no,36,0,2023-10-26,-18974.4
1012,Customer_1012,customer1012@mail.com,sold,Wheat,2023-04-12,2023-07-17,107,2675,96,50,17120.0,yes,38,101650,2023-07-17,84530.0
1387,Customer_1387,customer1387@mail.com,sold,Wheat,2023-09-10,2023-09-20,121,3025,10,60,2420.0,yes,43,130075,2023-09-20,127655.0
1548,Customer_1548,customer1548@mail.com,sold,Maize,2023-05-19,2023-10-16,191,9550,150,52,49660.0,yes,34,0,2023-10-16,-49660.0
51,Customer_51,customer51@mail.com,stored,Rice,2023-10-18,2024-02-22,165,8250,127,39,27241.5,no,33,0,2024-02-22,-27241.5
1857,Customer_1857,customer1857@mail.com,storing,Maize,2023-10-08,2024-03-25,83,2075,169,20,9351.33,partial,30,0,2024-03-25,-9351.33
843,Customer_843,customer843@mail.com,sold,Barley,2023-09-01,2024-01-15,198,4950,136,51,45777.6,yes,53,0,2024-01-15,-45777.6
1532,Customer_1532,customer1532@mail.com,storing,Wheat,2024-01-28,2024-07-15,25,625,169,36,5070.0,yes,44,0,2024-07-15,-5070.0
75,Customer_75,customer75@mail.com,stored,Maize,2023-05-14,2023-09-28,173,8650,137,21,16590.7,yes,25,0,2023-09-28,-16590.7
29,Customer_29,customer29@mail.com,sold,Rice,2023-10-13,2024-01-26,158,3950,105,38,21014.0,partial,37,146150,2024-01-26,125136.0
1076,Customer_1076,customer1076@mail.com,storing,Millet,2023-05-07,2023-10-03,189,4725,149,54,50689.8,yes,45,212625,2023-10-03,161935.2
111,Customer_111,customer111@mail.com,sold,Maize,2023-01-19,2023-03-20,69,3450,60,56,7728.0,yes,42,0,2023-03-20,-7728.0
802,Customer_802,customer802@mail.com,storing,Rice,2023-01-18,2023-06-23,197,9850,156,31,31756.4,yes,43,0,2023-06-23,-31756.4
1157,Customer_1157,customer1157@mail.com,storing,Maize,2024-08-01,2024-08-17,187,4675,16,44,4388.27,no,33,0,2024-08-17,-4388.27
1080,Customer_1080,customer1080@mail.com,stored,Sorghum,2023-12-07,2024-03-23,191,9550,107,47,32017.97,yes,46,0,2024-03-23,-32017.97
1221,Customer_1221,customer1221@mail.com,sold,Rice,2024-01-04,2024-05-13,124,3100,130,29,15582.67,partial,33,102300,2024-05-13,86717.33
1059,Customer_1059,customer1059@mail.com,storing,Maize,2023-09-02,2023-11-16,113,5650,75,56,15820.0,partial,50,0,2023-11-16,-15820.0
635,Customer_635,customer635@mail.com,storing,Millet,2023-03-08,2023-04-28,96,2400,51,52,8486.4,partial,26,62400,2023-04-28,53913.6
121,Customer_121,customer121@mail.com,stored,Rice,2023-01-22,2023-02-06,155,7750,15,51,3952.5,partial,43,0,2023-02-06,-3952.5
576,Customer_576,customer576@mail.com,sold,Wheat,2024-06-02,2024-06-12,62,1550,10,46,950.67,partial,46,71300,2024-06-12,70349.33
1479,Customer_1479,customer1479@mail.com,stored,Barley,2024-01-04,2024-04-21,91,2275,108,33,10810.8,yes,46,104650,2024-04-21,93839.2
1797,Customer_1797,customer1797@mail.com,stored,Maize,2023-01-07,2023-02-14,29,1450,38,39,1432.6,no,30,43500,2023-02-14,42067.4
1582,Customer_1582,customer1582@mail.com,storing,Sorghum,2024-05-20,2024-07-19,80,2000,60,23,3680.0,no,47,0,2024-07-19,-3680.0
1604,Customer_1604,customer1604@mail.com,stored,Wheat,2023-11-21,2024-01-24,58,2900,64,50,6186.67,no,53,0,2024-01-24,-6186.67
1808,Customer_1808,customer1808@mail.com,storing,Rice,2023-01-01,2023-02-13,137,6850,43,37,7265.57,no,28,0,2023-02-13,-7265.57
588,Customer_588,customer588@mail.com,storing,Sorghum,2024-04-02,2024-05-05,174,8700,33,41,7847.4,yes,34,295800,2024-05-05,287952.6
686,Customer_686,customer686@mail.com,stored,Sorghum,2024-05-08,2024-06-29,25,1250,52,33,1430.0,partial,26,0,2024-06-29,-1430.0
1803,Customer_1803,customer1803@mail.com,stored,Sorghum,2024-08-13,2025-01-07,190,4750,147,22,20482.0,yes,32,152000,2025-01-07,131518.0
1295,Customer_1295,customer1295@mail.com,storing,Wheat,2023-04-10,2023-06-27,116,2900,78,41,12365.6,partial,49,0,2023-06-27,-12365.6
399,Customer_399,customer399@mail.com,storing,Wheat,2023-08-13,2023-12-09,34,850,118,58,7756.53,partial,47,0,2023-12-09,-7756.53
982,Customer_982,customer982@mail.com,storing,Barley,2023-10-21,2024-01-13,13,650,84,39,1419.6,no,50,32500,2024-01-13,31080.4
1725,Customer_1725,customer1725@mail.com,storing,Sorghum,2024-08-16,2024-08-29,52,2600,13,60,1352.0,partial,40,0,2024-08-29,-1352.0
1987,Customer_1987,customer1987@mail.com,sold,Maize,2023-09-01,2023-12-25,63,3150,115,40,9660.0,no,55,0,2023-12-25,-9660.0
314,Customer_314,customer314@mail.com,stored,Millet,2023-10-14,2024-02-03,103,2575,112,34,13074.13,yes,47,121025,2024-02-03,107950.87
731,Customer_731,customer731@mail.com,sold,Barley,2023-11-29,2024-03-13,97,2425,105,53,17993.5,yes,51,123675,2024-03-13,105681.5
1078,Customer_1078,customer1078@mail.com,storing,Barley,2023-01-28,2023-04-28,117,2925,90,39,13689.0,partial,55,0,2023-04-28,-13689.0
188,Customer_188,customer188@mail.com,sold,Wheat,2024-03-30,2024-09-15,190,4750,169,60,64220.0,yes,53,251750,2024-09-15,187530.0
913,Customer_913,customer913@mail.com,stored,Sorghum,2023-09-02,2023-11-26,87,2175,85,21,5176.5,yes,46,0,2023-11-26,-5176.5
162,Customer_162,customer162@mail.com,sold,Rice,2023-06-11,2023-07-07,186,9300,26,34,5480.8,no,47,437100,2023-07-07,431619.2
297,Customer_297,customer297@mail.com,storing,Millet,2023-09-12,2023-12-10,194,4850,89,53,30503.27,no,48,232800,2023-12-10,202296.73
1349,Customer_1349,customer1349@mail.com,sold,Wheat,2023-05-24,2023-06-25,106,2650,32,51,5766.4,partial,26,68900,2023-06-25,63133.6
1011,Customer_1011,customer1011@mail.com,storing,Maize,2023-04-11,2023-08-15,99,4950,126,31,12889.8,partial,51,252450,2023-08-15,239560.2
1860,Customer_1860,customer1860@mail.com,storing,Maize,2023-10-09,2024-02-23,149,7450,137,45,30619.5,no,29,216050,2024-02-23,185430.5
1289,Customer_1289,customer1289@mail.com,storing,Millet,2023-04-24,2023-07-15,197,9850,82,49,26384.87,yes,44,0,2023-07-15,-26384.87
1963,Customer_1963,customer1963@mail.com,stored,Millet,2023-11-08,2024-03-12,107,5350,125,25,11145.83,no,34,0,2024-03-12,-11145.83
1542,Customer_1542,customer1542@mail.com,sold,Millet,2023-10-25,2024-03-02,195,4875,129,27,22639.5,yes,49,238875,2024-03-02,216235.5
1811,Customer_1811,customer1811@mail.com,stored,Rice,2024-08-21,2024-10-05,84,2100,45,52,6552.0,yes,54,0,2024-10-05,-6552.0
750,Customer_750,customer750@mail.com,sold,Barley,2023-08-17,2023-10-30,63,1575,74,46,7148.4,partial,48,0,2023-10-30,-7148.4
995,Customer_995,customer995@mail.com,sold,Maize,2024-03-11,2024-04-30,191,9550,50,27,8595.0,yes,29,0,2024-04-30,-8595.0
1741,Customer_1741,customer1741@mail.com,stored,Maize,2023-01-04,2023-03-17,92,4600,72,36,7948.8,no,31,142600,2023-03-17,134651.2
467,Customer_467,customer467@mail.com,stored,Millet,2023-06-25,2023-07-18,199,9950,23,41,6255.23,partial,36,358200,2023-07-18,351944.77
1678,Customer_1678,customer1678@mail.com,storing,Maize,2023-07-07,2023-10-18,112,2800,103,21,8075.2,no,39,109200,2023-10-18,101124.8
246,Customer_246,customer246@mail.com,storing,Maize,2023-11-13,2023-11-25,137,6850,12,21,1150.8,no,44,0,2023-11-25,-1150.8
1061,Customer_1061,customer1061@mail.com,storing,Sorghum,2023-02-03,2023-03-10,134,6700,35,33,5159.0,no,32,214400,2023-03-10,209241.0
20,Customer_20,customer20@mail.com,stored,Rice,2024-06-20,2024-10-31,156,7800,133,60,41496.0,no,52,0,2024-10-31,-41496.0
96,Customer_96,customer96@mail.com,stored,Rice,2023-04-02,2023-09-09,199,4975,160,56,59434.67,partial,50,248750,2023-09-09,189315.33
1190,Customer_1190,customer1190@mail.com,storing,Sorghum,2023-06-29,2023-12-11,99,2475,165,38,20691.0,partial,55,0,2023-12-11,-20691.0
1456,Customer_1456,customer1456@mail.com,storing,Barley,2023-07-01,2023-11-01,53,2650,123,26,5649.8,partial,49,0,2023-11-01,-5649.8
932,Customer_932,customer932@mail.com,sold,Barley,2023-02-05,2023-06-26,106,2650,141,20,9964.0,no,29,76850,2023-06-26,66886.0
212,Customer_212,customer212@mail.com,sold,Maize,2023-11-15,2024-04-13,41,2050,150,21,4305.0,partial,29,59450,2024-04-13,55145.0
995,Customer_995,customer995@mail.com,sold,Millet,2023-10-25,2023-12-26,91,4550,62,42,7898.8,no,29,131950,2023-12-26,124051.2
727,Customer_727,customer727@mail.com,storing,Sorghum,2023-06-17,2023-11-11,183,4575,147,33,29591.1,partial,46,210450,2023-11-11,180858.9
182,Customer_182,customer182@mail.com,sold,Barley,2024-01-20,2024-03-08,55,1375,48,59,5192.0,yes,25,0,2024-03-08,-5192.0
77,Customer_77,customer77@mail.com,sold,Wheat,2024-07-26,2024-09-04,41,1025,40,45,2460.0,no,45,0,2024-09-04,-2460.0
760,Customer_760,customer760@mail.com,stored,Maize,2024-03-11,2024-05-05,169,4225,55,38,11773.67,no,47,198575,2024-05-05,186801.33
1407,Customer_1407,customer1407@mail.com,storing,Barley,2023-06-11,2023-10-20,94,2350,131,45,18471.0,yes,47,110450,2023-10-20,91979.0
961,Customer_961,customer961@mail.com,stored,Maize,2023-10-08,2024-01-03,36,1800,87,27,2818.8,partial,46,0,2024-01-03,-2818.8
62,Customer_62,customer62@mail.com,sold,Millet,2024-08-09,2024-12-20,11,550,133,53,2584.63,partial,25,13750,2024-12-20,11165.37
602,Customer_602,customer602@mail.com,sold,Millet,2024-05-31,2024-08-05,182,9100,66,49,19619.6,partial,52,473200,2024-08-05,453580.4
790,Customer_790,customer790@mail.com,sold,Sorghum,2023-05-26,2023-09-09,154,3850,106,32,17412.27,partial,31,0,2023-09-09,-17412.27
23,Customer_23,customer23@mail.com,stored,Barley,2024-08-01,2025-01-15,199,9950,167,55,60927.17,partial,28,278600,2025-01-15,217672.83
874,Customer_874,customer874@mail.com,sold,Wheat,2023-03-19,2023-05-23,96,2400,65,33,6864.0,no,51,0,2023-05-23,-6864.0
438,Customer_438,customer438@mail.com,stored,Barley,2024-03-21,2024-09-07,55,2750,170,53,16518.33,no,46,126500,2024-09-07,109981.67
120,Customer_120,customer120@mail.com,storing,Sorghum,2023-03-30,2023-05-18,130,6500,49,48,10192.0,no,45,292500,2023-05-18,282308.0
565,Customer_565,customer565@mail.com,sold,Wheat,2023-09-05,2024-02-28,114,2850,176,33,22070.4,no,27,76950,2024-02-28,54879.6
632,Customer_632,customer632@mail.com,sold,Wheat,2023-11-22,2024-04-18,119,2975,148,55,32288.67,partial,54,0,2024-04-18,-32288.67
489,Customer_489,customer489@mail.com,storing,Sorghum,2023-03-15,2023-07-09,144,7200,116,23,12806.4,partial,39,280800,2023-07-09,267993.6
661,Customer_661,customer661@mail.com,stored,Sorghum,2023-07-08,2023-12-13,101,5050,158,29,15426.07,no,54,272700,2023-12-13,257273.93
879,Customer_879,customer879@mail.com,sold,Rice,2023-09-13,2024-01-08,148,7400,117,21,12121.2,yes,31,229400,2024-01-08,217278.8
1399,Customer_1399,customer1399@mail.com,storing,Wheat,2024-04-04,2024-08-04,158,7900,122,48,30841.6,yes,54,0,2024-08-04,-30841.6
1079,Customer_1079,customer1079@mail.com,sold,Rice,2023-07-25,2023-11-10,168,8400,108,36,21772.8,partial,25,0,2023-11-10,-21772.8
1259,Customer_1259,customer1259@mail.com,stored,Sorghum,2023-01-11,2023-05-05,175,4375,114,42,27930.0,no,40,0,2023-05-05,-27930.0
1171,Customer_1171,customer1171@mail.com,sold,Sorghum,2024-03-30,2024-05-18,52,2600,49,46,3906.93,no,54,0,2024-05-18,-3906.93
1149,Customer_1149,customer1149@mail.com,stored,Barley,2023-04-11,2023-09-23,165,8250,165,50,45375.0,yes,53,0,2023-09-23,-45375.0
66,Customer_66,customer66@mail.com,sold,Barley,2023-05-26,2023-06-15,120,3000,20,33,2640.0,partial,31,93000,2023-06-15,90360.0
1080,Customer_1080,customer1080@mail.com,stored,Wheat,2023-04-28,2023-10-23,164,4100,178,52,50599.47,no,53,0,2023-10-23,-50599.47
1505,Customer_1505,customer1505@mail.com,sold,Barley,2023-06-04,2023-08-04,140,7000,61,50,14233.33,partial,37,0,2023-08-04,-14233.33
1238,Customer_1238,customer1238@mail.com,sold,Millet,2024-08-19,2024-09-25,199,9950,37,29,7117.57,yes,39,0,2024-09-25,-7117.57
1483,Customer_1483,customer1483@mail.com,storing,Maize,2024-07-07,2024-09-24,67,1675,79,51,8998.1,yes,26,43550,2024-09-24,34551.9
1622,Customer_1622,customer1622@mail.com,storing,Sorghum,2023-06-07,2023-11-18,30,1500,164,20,3280.0,yes,46,69000,2023-11-18,65720.0
1488,Customer_1488,customer1488@mail.com,sold,Wheat,2023-05-12,2023-09-18,13,650,129,26,1453.4,no,48,31200,2023-09-18,29746.6
665,Customer_665,customer665@mail.com,stored,Millet,2023-04-17,2023-07-11,183,4575,85,34,17629.0,yes,35,160125,2023-07-11,142496.0
511,Customer_511,customer511@mail.com,storing,Rice,2024-03-18,2024-05-12,107,5350,55,22,4315.67,no,37,197950,2024-05-12,193634.33
485,Customer_485,customer485@mail.com,storing,Sorghum,2024-02-14,2024-08-05,132,3300,173,54,41104.8,yes,33,0,2024-08-05,-41104.8
1783,Customer_1783,customer1783@mail.com,storing,Rice,2023-04-29,2023-10-01,187,9350,155,41,39612.83,no,29,271150,2023-10-01,231537.17
961,Customer_961,customer961@mail.com,stored,Millet,2023-10-02,2024-03-02,105,5250,152,50,26600.0,yes,29,152250,2024-03-02,125650.0
203,Customer_203,customer203@mail.com,stored,Maize,2023-02-03,2023-03-12,100,2500,37,32,3946.67,no,35,0,2023-03-12,-3946.67
242,Customer_242,customer242@mail.com,storing,Wheat,2024-01-06,2024-01-31,166,4150,25,36,4980.0,partial,27,0,2024-01-31,-4980.0
972,Customer_972,customer972@mail.com,stored,Maize,2024-04-11,2024-08-07,36,1800,118,26,3681.6,partial,40,72000,2024-08-07,68318.4
1009,Customer_1009,customer1009@mail.com,sold,Millet,2024-08-15,2024-10-21,79,3950,67,24,4234.4,partial,46,0,2024-10-21,-4234.4
220,Customer_220,customer220@mail.com,stored,Rice,2024-05-16,2024-10-02,38,1900,139,42,7394.8,yes,34,64600,2024-10-02,57205.2
545,Customer_545,customer545@mail.com,storing,Maize,2023-04-16,2023-09-11,29,1450,148,41,5865.73,no,31,0,2023-09-11,-5865.73
1636,Customer_1636,customer1636@mail.com,storing,Sorghum,2023-12-22,2024-04-01,27,1350,101,51,4635.9,no,47,63450,2024-04-01,58814.1
839,Customer_839,customer839@mail.com,storing,Millet,2023-03-10,2023-07-01,72,3600,113,33,8949.6,no,53,190800,2023-07-01,181850.4
1398,Customer_1398,customer1398@mail.com,storing,Rice,2024-02-14,2024-06-12,124,3100,119,23,11312.93,partial,27,83700,2024-06-12,72387.07
39,Customer_39,customer39@mail.com,storing,Rice,2024-04-08,2024-08-27,195,9750,141,55,50407.5,yes,28,273000,2024-08-27,222592.5
773,Customer_773,customer773@mail.com,sold,Wheat,2023-05-10,2023-05-22,58,1450,12,21,487.2,no,35,0,2023-05-22,-487.2
1745,Customer_1745,customer1745@mail.com,sold,Millet,2024-05-20,2024-10-01,170,4250,134,42,31892.0,partial,32,0,2024-10-01,-31892.0
1933,Customer_1933,customer1933@mail.com,stored,Rice,2023-03-04,2023-03-24,183,4575,20,41,5002.0,no,43,0,2023-03-24,-5002.0
932,Customer_932,customer932@mail.com,storing,Sorghum,2023-12-29,2024-03-12,25,1250,74,20,1233.33,no,32,40000,2024-03-12,38766.67
1570,Customer_1570,customer1570@mail.com,stored,Barley,2023-12-08,2024-02-07,168,4200,61,60,20496.0,partial,49,0,2024-02-07,-20496.0
157,Customer_157,customer157@mail.com,storing,Barley,2024-07-20,2024-12-18,79,3950,151,36,14314.8,partial,35,138250,2024-12-18,123935.2
1537,Customer_1537,customer1537@mail.com,storing,Sorghum,2023-09-01,2024-01-17,182,9100,138,53,44371.6,yes,42,0,2024-01-17,-44371.6
359,Customer_359,customer359@mail.com,sold,Barley,2024-06-09,2024-07-19,26,650,40,38,1317.33,no,53,0,2024-07-19,-1317.33
530,Customer_530,customer530@mail.com,stored,Barley,2023-03-31,2023-07-09,110,2750,100,21,7700.0,no,33,0,2023-07-09,-7700.0
543,Customer_543,customer543@mail.com,storing,Wheat,2024-04-23,2024-09-26,187,4675,156,27,26254.8,no,50,233750,2024-09-26,207495.2
933,Customer_933,customer933@mail.com,sold,Wheat,2023-10-19,2023-12-11,108,5400,53,33,6296.4,yes,45,243000,2023-12-11,236703.6
1154,Customer_1154,customer1154@mail.com,stored,Rice,2023-12-29,2024-06-19,60,3000,173,33,11418.0,no,46,0,2024-06-19,-11418.0
1126,Customer_1126,customer1126@mail.com,sold,Wheat,2024-05-05,2024-08-20,41,1025,107,58,8481.53,yes,29,29725,2024-08-20,21243.47
844,Customer_844,customer844@mail.com,stored,Maize,2023-08-02,2023-09-09,185,9250,38,58,13591.33,yes,35,0,2023-09-09,-13591.33
1673,Customer_1673,customer1673@mail.com,stored,Rice,2024-07-31,2024-09-13,190,4750,44,24,6688.0,yes,27,0,2024-09-13,-6688.0
829,Customer_829,customer829@mail.com,storing,Millet,2024-07-10,2024-08-24,198,9900,45,44,13068.0,yes,31,0,2024-08-24,-13068.0
813,Customer_813,customer813@mail.com,stored,Millet,2023-03-12,2023-08-16,18,900,157,21,1978.2,yes,44,0,2023-08-16,-1978.2
1114,Customer_1114,customer1114@mail.com,sold,Sorghum,2023-03-11,2023-05-09,186,4650,59,20,7316.0,partial,54,251100,2023-05-09,243784.0
917,Customer_917,customer917@mail.com,stored,Rice,2024-01-02,2024-06-03,119,2975,153,28,16993.2,no,50,148750,2024-06-03,131756.8
1231,Customer_1231,customer1231@mail.com,sold,Barley,2023-05-26,2023-09-30,158,3950,127,20,13377.33,yes,55,0,2023-09-30,-13377.33
1991,Customer_1991,customer1991@mail.com,stored,Millet,2023-09-12,2024-02-08,31,775,149,58,8930.07,no,41,0,2024-02-08,-8930.07
836,Customer_836,customer836@mail.com,storing,Barley,2023-04-06,2023-04-17,19,475,11,21,146.3,partial,42,19950,2023-04-17,19803.7
307,Customer_307,customer307@mail.com,sold,Rice,2024-08-21,2024-12-06,70,1750,107,32,7989.33,partial,44,0,2024-12-06,-7989.33
1150,Customer_1150,customer1150@mail.com,storing,Sorghum,2024-08-22,2024-12-08,43,2150,108,20,3096.0,partial,30,0,2024-12-08,-3096.0
209,Customer_209,customer209@mail.com,storing,Millet,2024-03-25,2024-08-11,15,750,139,55,3822.5,no,30,22500,2024-08-11,18677.5
934,Customer_934,customer934@mail.com,sold,Rice,2023-10-20,2024-02-09,29,725,112,60,6496.0,yes,45,32625,2024-02-09,26129.0
1698,Customer_1698,customer1698@mail.com,sold,Sorghum,2024-04-07,2024-08-25,37,925,140,56,9669.33,yes,29,26825,2024-08-25,17155.67
672,Customer_672,customer672@mail.com,sold,Wheat,2023-09-08,2023-11-16,53,1325,69,28,3413.2,partial,30,39750,2023-11-16,36336.8
171,Customer_171,customer171@mail.com,stored,Maize,2023-08-26,2024-02-07,24,1200,165,57,7524.0,yes,40,0,2024-02-07,-7524.0
863,Customer_863,customer863@mail.com,sold,Rice,2024-04-06,2024-04-29,89,4450,23,43,2934.03,partial,45,0,2024-04-29,-2934.03
406,Customer_406,customer406@mail.com,sold,Sorghum,2024-05-10,2024-06-04,185,9250,25,33,5087.5,partial,41,379250,2024-06-04,374162.5
1977,Customer_1977,customer1977@mail.com,stored,Rice,2024-02-13,2024-07-19,142,3550,157,27,20064.6,yes,39,138450,2024-07-19,118385.4
144,Customer_144,customer144@mail.com,sold,Maize,2024-08-23,2024-09-08,131,6550,16,51,3563.2,no,54,353700,2024-09-08,350136.8
683,Customer_683,customer683@mail.com,storing,Rice,2024-07-30,2024-09-25,198,9900,57,46,17305.2,yes,53,524700,2024-09-25,507394.8
1947,Customer_1947,customer1947@mail.com,storing,Maize,2023-02-06,2023-03-08,34,1700,30,36,1224.0,yes,49,0,2023-03-08,-1224.0
1124,Customer_1124,customer1124@mail.com,stored,Sorghum,2024-08-03,2024-10-14,169,8450,72,32,12979.2,no,25,211250,2024-10-14,198270.8
